,Date,Price,Open,High,Low,Vol.,Change
246,05/30/2022,4177.75,4167.25,4202.25,4161.5,210.47K,+0.25%
247,05/29/2022,4167.5,4165.75,4173.0,4157.75,13.14K,+0.28%
248,05/27/2022,4155.75,4047.5,4168.25,4041.25,1.55M,+2.47%
249,05/26/2022,4055.75,3972.25,4073.5,3960.5,1.49M,+1.99%
250,05/25/2022,3976.75,3950.0,3997.75,3913.5,1.74M,+0.92%
251,05/24/2022,3940.5,3951.75,3954.5,3872.0,2.02M,-0.79%
252,05/23/2022,3971.75,3910.5,3982.25,3906.5,1.74M,+1.85%
253,05/20/2022,3899.5,3900.5,3949.5,3807.5,2.41M,+0.04%
254,05/19/2022,3897.75,3916.5,3943.5,3856.0,2.32M,-0.64%
255,05/18/2022,3922.75,4091.25,4095.0,3905.5,2.20M,-3.97%
256,05/17/2022,4084.75,4002.0,4091.5,4000.5,1.72M,+2.00%
257,05/16/2022,4004.75,4025.0,4043.5,3979.5,1.70M,-0.23%
258,05/14/2022,4014.0,4014.0,4014.0,4014.0,-0.14%,
259,05/13/2022,4019.75,3916.25,4036.0,3915.5,1.86M,+2.36%
260,05/12/2022,3927.25,3939.75,3961.75,3855.0,2.38M,-0.08%
261,05/11/2022,3930.25,3990.5,4050.5,3923.75,2.16M,-1.66%
262,05/10/2022,3996.75,3993.25,4065.5,3953.0,2.25M,+0.23%
263,05/09/2022,3987.5,4087.25,4099.0,3970.0,2.14M,-3.00%
264,05/07/2022,4110.75,4110.75,4110.75,4110.75,-0.21%,
265,05/06/2022,4119.5,4146.5,4153.25,4062.0,2.31M,-0.57%
266,05/05/2022,4143.25,4289.75,4300.75,4099.25,2.39M,-3.54%
267,05/04/2022,4295.25,4171.25,4303.0,4142.75,1.78M,+3.02%
268,05/03/2022,4169.25,4145.5,4195.75,4129.0,1.68M,+0.44%
269,05/02/2022,4151.0,4144.0,4165.75,4056.0,2.35M,+0.57%
270,04/29/2022,4127.5,4244.0,4279.75,4118.75,2.12M,-3.64%
271,04/28/2022,4283.5,4213.0,4303.5,4182.5,1.80M,+2.47%
272,04/27/2022,4180.25,4149.5,4236.25,4149.0,2.04M,+0.23%
273,04/26/2022,4170.5,4294.0,4303.5,4136.75,2.02M,-2.85%
274,04/25/2022,4292.75,4259.0,4296.5,4195.25,2.28M,+0.60%
275,04/22/2022,4267.25,4385.75,4393.25,4247.5,2.04M,-2.81%
276,04/21/2022,4390.5,4468.0,4509.0,4380.0,1.70M,-1.46%
277,04/20/2022,4455.5,4441.0,4484.25,4432.75,1.42M,-0.08%
278,04/19/2022,4459.25,4399.0,4467.0,4371.75,1.47M,+1.65%
279,04/18/2022,4386.75,4390.0,4406.25,4355.5,1.15M,-0.02%
280,04/14/2022,4387.5,4438.5,4455.75,4385.0,1.40M,-1.23%
281,04/13/2022,4442.25,4396.75,4449.5,4384.0,1.25M,+1.12%
282,04/12/2022,4393.0,4411.0,4466.75,4375.5,1.74M,-0.36%
283,04/11/2022,4409.0,4488.75,4491.25,4403.5,1.43M,-1.66%
284,04/08/2022,4483.5,4494.75,4519.75,4468.75,1.36M,-0.28%
285,04/07/2022,4496.25,4471.25,4517.25,4444.5,1.45M,+0.46%
286,04/06/2022,4475.75,4526.25,4528.75,4444.5,1.80M,-0.98%
287,04/05/2022,4520.25,4576.25,4588.75,4507.75,1.30M,-1.26%
288,04/04/2022,4577.75,4538.25,4580.0,4527.75,1.03M,+0.86%
289,04/02/2022,4538.5,4538.5,4538.5,4538.5,-0.02%,
290,04/01/2022,4539.25,4541.0,4555.5,4501.25,1.44M,+0.19%
291,03/31/2022,4530.75,4599.0,4614.25,4526.25,1.65M,-1.42%
292,03/30/2022,4596.0,4621.25,4627.5,4574.75,1.21M,-0.64%
293,03/29/2022,4625.5,4570.25,4631.0,4565.25,1.35M,+1.26%
294,03/28/2022,4568.0,4535.25,4572.25,4509.75,1.18M,+0.69%
295,03/25/2022,4536.5,4516.25,4539.0,4493.25,1.25M,+0.53%
296,03/24/2022,4512.5,4449.25,4517.5,4445.75,1.22M,+1.46%
297,03/23/2022,4447.5,4504.0,4514.0,4444.75,1.34M,-1.28%
298,03/22/2022,4505.0,4456.75,4514.75,4433.0,1.21M,+1.18%
299,03/21/2022,4452.25,4460.0,4473.0,4415.0,1.38M,0.00%
300,03/20/2022,4452.25,4465.0,4465.0,4451.5,17.75K,+0.97%
301,03/18/2022,4409.35,4393.0,4402.75,4373.75,33.54K,-0.02%
302,03/17/2022,4410.25,4370.5,4415.25,4329.0,434.64K,+1.20%
303,03/16/2022,4358.0,4257.5,4376.0,4246.25,722.60K,+2.25%
304,03/15/2022,4262.0,4180.25,4271.5,4138.0,1.09M,+2.16%
305,03/14/2022,4172.0,4216.0,4254.5,4160.75,1.44M,-0.70%
306,03/11/2022,4201.5,4258.5,4335.5,4198.0,1.65M,-1.31%
307,03/10/2022,4257.25,4279.0,4282.25,4207.0,1.75M,-0.42%
308,03/09/2022,4275.25,4153.0,4298.25,4152.0,1.66M,+2.55%
309,03/08/2022,4168.75,4186.5,4275.0,4138.75,2.33M,-0.71%
310,03/07/2022,4198.5,4308.75,4325.25,4185.25,1.90M,-2.98%
311,03/04/2022,4327.25,4366.5,4374.5,4281.25,1.84M,-0.73%
312,03/03/2022,4359.25,4373.75,4418.75,4341.0,1.55M,-0.51%
313,03/02/2022,4381.75,4308.75,4399.25,4278.25,1.71M,+1.81%
314,03/01/2022,4303.75,4367.5,4399.0,4275.0,1.87M,-1.47%
315,02/28/2022,4368.0,4299.5,4385.5,4251.5,2.19M,-0.27%
316,02/25/2022,4380.0,4266.75,4384.25,4227.5,1.95M,+2.24%
317,02/24/2022,4284.0,4215.5,4290.0,4101.75,2.95M,+1.47%
318,02/23/2022,4222.0,4310.75,4345.5,4212.5,1.91M,-1.81%
319,02/22/2022,4300.0,4324.25,4391.25,4250.0,2.59M,+0.66%
320,02/21/2022,4272.0,4321.75,4390.75,4250.25,479.36K,-1.17%
321,02/20/2022,4322.75,4326.0,4332.5,4317.0,21.12K,-0.48%
322,02/18/2022,4343.5,4374.75,4411.5,4321.0,1.82M,-0.71%
323,02/17/2022,4374.5,4464.25,4474.75,4367.25,1.63M,-2.14%
324,02/16/2022,4470.0,4458.75,4484.5,4422.75,1.43M,+0.12%
